rc_study_id,BioProject,organism,Run,complete
PRJNA725118,PRJNA725118,Homo sapiens,SRR14323359,TRUE
PRJNA725264,PRJNA725264,Mus musculus,SRR14327725,TRUE
PRJNA725264,PRJNA725264,Mus musculus,SRR14327726,TRUE
PRJNA725264,PRJNA725264,Mus musculus,SRR14327727,TRUE
PRJNA725264,PRJNA725264,Mus musculus,SRR14327728,TRUE
PRJNA725264,PRJNA725264,Mus musculus,SRR14327729,TRUE
PRJNA725264,PRJNA725264,Mus musculus,SRR14327730,TRUE
PRJNA725264,PRJNA725264,Mus musculus,SRR14327731,TRUE
PRJNA725264,PRJNA725264,Mus musculus,SRR14327732,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340960,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340959,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340958,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340957,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340956,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340955,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340954,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340953,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340952,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340951,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340950,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340949,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340948,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340947,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340946,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340945,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340944,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340943,TRUE
PRJNA725700,PRJNA725700,Oryza sativa,SRR14340942,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510024,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510025,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510026,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510027,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510028,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510029,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510032,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510033,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510036,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510037,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510040,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510041,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510044,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510045,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510048,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510049,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510052,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510053,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510056,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510057,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510060,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510061,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510064,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510065,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510068,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510069,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510072,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510073,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510076,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510077,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510080,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510081,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510084,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510085,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510086,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510087,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510088,TRUE
PRJNA729461,PRJNA729461,Homo sapiens,SRR14510089,TRUE
PRJNA729866,PRJNA729866,Homo sapiens,SRR14525704,TRUE
PRJNA729866,PRJNA729866,Homo sapiens,SRR14525705,TRUE
PRJNA729866,PRJNA729866,Homo sapiens,SRR14525706,TRUE
PRJNA729866,PRJNA729866,Homo sapiens,SRR14525707,TRUE
PRJNA731473,PRJNA731473,Homo sapiens,SRR14602122,TRUE
PRJNA731473,PRJNA731473,Homo sapiens,SRR14602126,TRUE
PRJNA731473,PRJNA731473,Mus musculus,SRR14602133,TRUE
PRJNA731473,PRJNA731473,Mus musculus,SRR14602134,TRUE
PRJNA731473,PRJNA731473,Mus musculus,SRR14602135,TRUE
PRJNA731488,PRJNA731488,Homo sapiens,SRR14605917,TRUE
PRJNA731488,PRJNA731488,Homo sapiens,SRR14605918,TRUE
PRJNA731488,PRJNA731488,Homo sapiens,SRR14605919,TRUE
PRJNA731488,PRJNA731488,Homo sapiens,SRR14605920,TRUE
PRJNA731488,PRJNA731488,Homo sapiens,SRR14605921,TRUE
PRJNA731488,PRJNA731488,Homo sapiens,SRR14605922,TRUE
PRJNA731488,PRJNA731488,Homo sapiens,SRR14605923,TRUE
PRJNA731488,PRJNA731488,Homo sapiens,SRR14605924,TRUE
PRJNA731488,PRJNA731488,Homo sapiens,SRR14605925,TRUE
PRJNA731488,PRJNA731488,Homo sapiens,SRR14605926,TRUE
PRJNA731488,PRJNA731488,Homo sapiens,SRR14605927,TRUE
PRJNA731488,PRJNA731488,Homo sapiens,SRR14605928,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624510,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624511,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624512,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624513,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624514,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624515,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624516,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624517,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624518,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624519,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624520,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624521,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624522,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624523,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624524,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624501,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624502,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624503,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624504,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624505,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624506,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624507,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624508,TRUE
PRJNA732080,PRJNA732080,Caenorhabditis elegans,SRR14624509,TRUE
PRJNA734003,PRJNA734003,Homo sapiens,SRR14693251,TRUE
PRJNA734003,PRJNA734003,Homo sapiens,SRR14693253,TRUE
PRJNA734658,PRJNA734658,Mus musculus,SRR14714407,TRUE
PRJNA734658,PRJNA734658,Mus musculus,SRR14714408,TRUE
PRJNA734658,PRJNA734658,Mus musculus,SRR14714409,TRUE
PRJNA734658,PRJNA734658,Mus musculus,SRR14714410,TRUE
PRJNA734658,PRJNA734658,Mus musculus,SRR14714411,TRUE
PRJNA734658,PRJNA734658,Mus musculus,SRR14714412,TRUE
PRJNA734658,PRJNA734658,Mus musculus,SRR14714413,TRUE
PRJNA734658,PRJNA734658,Mus musculus,SRR14714414,TRUE
PRJNA734658,PRJNA734658,Mus musculus,SRR14714417,TRUE
PRJNA734658,PRJNA734658,Mus musculus,SRR14714418,TRUE
PRJNA734658,PRJNA734658,Homo sapiens,SRR14714423,TRUE
PRJNA734658,PRJNA734658,Homo sapiens,SRR14714424,TRUE
PRJNA734658,PRJNA734658,Mus musculus,SRR16077415,TRUE
PRJNA734658,PRJNA734658,Mus musculus,SRR16077416,TRUE
PRJNA734953,PRJNA734953,Mus musculus,SRR14722557,TRUE
PRJNA740301,PRJNA740301,Homo sapiens,SRR14890801,TRUE
PRJNA740301,PRJNA740301,Homo sapiens,SRR14890802,TRUE
PRJNA740301,PRJNA740301,Homo sapiens,SRR14890803,TRUE
PRJNA740301,PRJNA740301,Homo sapiens,SRR14890804,TRUE
PRJNA740301,PRJNA740301,Homo sapiens,SRR14890805,TRUE
PRJNA740301,PRJNA740301,Homo sapiens,SRR14890806,TRUE
PRJNA740301,PRJNA740301,Homo sapiens,SRR14890807,TRUE
PRJNA740301,PRJNA740301,Homo sapiens,SRR14890808,TRUE
PRJNA740301,PRJNA740301,Homo sapiens,SRR14890797,TRUE
PRJNA740301,PRJNA740301,Homo sapiens,SRR14890798,TRUE
PRJNA740301,PRJNA740301,Homo sapiens,SRR14890799,TRUE
PRJNA740301,PRJNA740301,Homo sapiens,SRR14890800,TRUE
PRJNA743042,PRJNA743042,Homo sapiens,SRR15014897,TRUE
PRJNA743042,PRJNA743042,Homo sapiens,SRR15014898,TRUE
PRJNA743042,PRJNA743042,Homo sapiens,SRR15014899,TRUE
PRJNA743042,PRJNA743042,Homo sapiens,SRR15014900,TRUE
PRJNA743042,PRJNA743042,Homo sapiens,SRR15014901,TRUE
PRJNA743042,PRJNA743042,Homo sapiens,SRR15014902,TRUE
PRJNA743042,PRJNA743042,Homo sapiens,SRR15014903,TRUE
PRJNA743042,PRJNA743042,Homo sapiens,SRR15014904,TRUE
PRJNA743042,PRJNA743042,Homo sapiens,SRR15014905,TRUE
PRJNA743042,PRJNA743042,Homo sapiens,SRR15014906,TRUE
PRJNA743042,PRJNA743042,Mus musculus,SRR15014907,TRUE
PRJNA743042,PRJNA743042,Mus musculus,SRR15014908,TRUE
PRJNA743042,PRJNA743042,Mus musculus,SRR15014909,TRUE
PRJNA743042,PRJNA743042,Mus musculus,SRR15014910,TRUE
PRJNA743042,PRJNA743042,Mus musculus,SRR15014911,TRUE
PRJNA743042,PRJNA743042,Mus musculus,SRR15014912,TRUE
PRJNA744147,PRJNA744147,Mus musculus,SRR15049345,TRUE
PRJNA747022,PRJNA747022,Mus musculus,SRR15164962,TRUE
PRJNA747022,PRJNA747022,Mus musculus,SRR15164963,TRUE
PRJNA747022,PRJNA747022,Mus musculus,SRR15164964,TRUE
PRJNA747022,PRJNA747022,Mus musculus,SRR15164965,TRUE
PRJNA747022,PRJNA747022,Mus musculus,SRR15164966,TRUE
PRJNA747022,PRJNA747022,Mus musculus,SRR15164967,TRUE
PRJNA747022,PRJNA747022,Mus musculus,SRR15164971,TRUE
PRJNA747022,PRJNA747022,Mus musculus,SRR15164972,TRUE
PRJNA747022,PRJNA747022,Mus musculus,SRR15164973,TRUE
PRJNA747022,PRJNA747022,Mus musculus,SRR15164974,TRUE
PRJNA747022,PRJNA747022,Mus musculus,SRR15164975,TRUE
PRJNA747022,PRJNA747022,Mus musculus,SRR15164976,TRUE
PRJNA748058,PRJNA748058,Homo sapiens,SRR15193575,TRUE
PRJNA748058,PRJNA748058,Homo sapiens,SRR15193576,TRUE
PRJNA748058,PRJNA748058,Homo sapiens,SRR15193577,TRUE
PRJNA748058,PRJNA748058,Homo sapiens,SRR15193578,TRUE
PRJNA748842,PRJNA748842,Mus musculus,SRR15803295,TRUE
PRJNA748842,PRJNA748842,Mus musculus,SRR15803294,TRUE
PRJNA748842,PRJNA748842,Mus musculus,SRR15803293,TRUE
PRJNA748842,PRJNA748842,Mus musculus,SRR15803292,TRUE
PRJNA749053,PRJNA749053,Homo sapiens,SRR15217936,TRUE
PRJNA749053,PRJNA749053,Homo sapiens,SRR15217938,TRUE
PRJNA749053,PRJNA749053,Homo sapiens,SRR15217940,TRUE
PRJNA749053,PRJNA749053,Homo sapiens,SRR15217942,TRUE
PRJNA749053,PRJNA749053,Homo sapiens,SRR15217944,TRUE
PRJNA749053,PRJNA749053,Homo sapiens,SRR15217946,TRUE
PRJNA749053,PRJNA749053,Homo sapiens,SRR15217948,TRUE
PRJNA749053,PRJNA749053,Homo sapiens,SRR15217950,TRUE
PRJNA750456,PRJNA750456,Mus musculus,SRR15283612,TRUE
PRJNA750456,PRJNA750456,Mus musculus,SRR15283613,TRUE
PRJNA750456,PRJNA750456,Mus musculus,SRR15283614,TRUE
PRJNA750456,PRJNA750456,Mus musculus,SRR15283615,TRUE
PRJNA750456,PRJNA750456,Mus musculus,SRR15283616,TRUE
PRJNA750456,PRJNA750456,Mus musculus,SRR15283617,TRUE
PRJNA750456,PRJNA750456,Mus musculus,SRR15283618,TRUE
PRJNA750456,PRJNA750456,Mus musculus,SRR15283619,TRUE
PRJNA750456,PRJNA750456,Mus musculus,SRR15283620,TRUE
PRJNA750456,PRJNA750456,Mus musculus,SRR15283621,TRUE
PRJNA750456,PRJNA750456,Mus musculus,SRR15283622,TRUE
PRJNA750456,PRJNA750456,Mus musculus,SRR15283623,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359330,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359331,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359332,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359333,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359334,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359335,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359336,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359337,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359338,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359339,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359340,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359341,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359342,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359343,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359344,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359345,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359346,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359347,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359348,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359349,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359350,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359351,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359352,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359353,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359354,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359355,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359356,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359357,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359358,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359359,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359360,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359361,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359362,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359363,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359364,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359365,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359366,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359367,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359368,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359369,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359370,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359371,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359372,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359373,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359374,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359375,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359376,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359377,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359378,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359379,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359380,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359381,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359382,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359383,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359384,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359385,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359386,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359387,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359388,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359389,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359390,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359391,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359392,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359393,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359394,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359395,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359396,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359397,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359398,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359399,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359400,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359401,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359402,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359403,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359404,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359405,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359406,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359407,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359408,TRUE
PRJNA752584,PRJNA752584,Neurospora crassa,SRR15359409,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446776,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446777,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446778,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446779,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446780,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446781,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446782,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446783,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446784,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446785,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446786,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446787,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446788,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446789,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446790,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446791,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446792,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446793,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446794,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446795,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446796,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446797,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446798,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446799,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446800,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446801,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446802,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446803,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446804,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446805,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446806,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446807,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446808,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446809,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446810,TRUE
PRJNA754447,PRJNA754447,Escherichia coli,SRR15446811,TRUE
PRJNA755296,PRJNA755296,Homo sapiens,SRR15480788,TRUE
PRJNA755296,PRJNA755296,Homo sapiens,SRR15480789,TRUE
PRJNA755296,PRJNA755296,Homo sapiens,SRR15480790,TRUE
PRJNA755296,PRJNA755296,Homo sapiens,SRR15480791,TRUE
PRJNA755296,PRJNA755296,Homo sapiens,SRR15480792,TRUE
PRJNA755296,PRJNA755296,Homo sapiens,SRR15480793,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513148,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513149,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513150,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513151,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513152,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513153,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513154,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513155,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513156,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513157,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513158,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513159,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513160,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513161,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513162,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513163,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513164,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513165,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513166,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513167,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513168,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513169,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513170,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513171,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513172,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513173,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513174,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513175,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513176,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513177,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513178,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513179,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513180,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513181,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513182,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513183,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513184,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513185,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513186,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513187,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513188,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513189,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513190,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513191,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513192,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513193,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513194,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513195,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513196,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513197,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513198,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513199,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513200,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513201,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513202,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513203,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513204,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513205,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513206,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513207,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513208,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513209,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513210,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513211,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513212,TRUE
PRJNA756018,PRJNA756018,Homo sapiens,SRR15513213,TRUE
